uid,data_type,xy_type,school,student_id,course_name,group,test_type,question_id,slide_id,correctness,student_answer,correct_answer,question_content,course_content
a4140d6f-e192-4cf9-937c-4aacd79729aa,train,future,elementary school,u4,6,group 1,post test,10,11,0,before and after the cluster,The categories of sample points before and after the clustering are the same,What is the end condition of the K-means algorithm? <please input your answer>,"The process of k-means clustering. Step 3: determine whether the categories of the samples points before and after the clustering are the same. If they are the same, the algorithm terminates. Otherwise, enter step 4. In this example the sample points before and after are different then we enter step 4. It contains a picture of an example of step 3."
2dc82cfc-b84d-4219-8341-50d790c25a4d,train,future,elementary school,u4,6,group 1,post test,7,9,1,False,F,True or False: The k center points are selected from sample points. <please select the best answer> True or False,"The process of k-means clustering. Step 1: select the number k of categories to be clustered and select k center points. E.g., k=3. The k center points are randomly selected on the plane. It contains a picture of an example of step 1."
3a9d432b-3b90-41ba-9ba5-7304a195f084,test,past,elementary school,u5,6,group 2,post test,3,6,1,Full connections,B,"In an ART network, the interface layer activates the category layer through ____. <please select the best answer> A. one-to-one connections B. full connections",Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
21bae0cc-f09d-43c1-9210-e00727c8b5e5,test,past,elementary school,u5,6,group 2,post test,4,3,1,clustering,cluster/classification,Please write another name for “grouping” in unsupervised learning. <please input your answer>,"Grouping. An unsupervised learning neural network can group similar inputs. Grouping is also called clustering classification or categorization. E.g., grouping images of cats and images of dogs. The picture contains an example of grouping."
d0df2b06-4f3d-4eeb-8de6-90b1861e2458,test,past,elementary school,u5,6,group 2,post test,1,6,0,Input layer;Interface layer,BC,"In an ART network, resonance is introduced to realize stable category formation. Resonance is established between which two layers? <please select the answer> A. Input layer B. Interface layer C. Category layer",Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
1cb75f8f-4acd-45af-bff1-a96df17d66aa,test,future,elementary school,u5,6,group 2,post test,8,10,1,True,T,"True or False: The clustering of K-means is that for each sample point, find the closest center point to it. <please select the best answer> True or False",The process of k-means clustering. Step 2: For each sample point find the center point closest to it and the points closest to the same center point is a class. Thus completing a clustering. Closest to green! Closest to red! Closest to blue! It contains a picture of an example of step 2.
8e510ccf-dc30-4ead-9e25-4c5eeda1d8f1,test,future,elementary school,u5,6,group 2,post test,9,12,0,True,F,"True or False: After each clustering, there is no need to recalculate the center points. <please select the best answer> True or False",The process of k-means clustering. Step 4: for the sample points in each category calculate the center point of these sample points as the new center points. Continue to step 2. It contains a picture of an example of step 4.
eded5b9a-193a-4be1-89c9-4868ae54ce0b,test,past,elementary school,u5,6,group 2,post test,2,6,1,One-to-one connections,A,"In an ART network, the input layer sends signals to the interface layer through ____. <please select the best answer> A. one-to-one connections B. full connections",Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
0803500a-3565-4922-bd68-d938ee098d06,test,future,elementary school,u5,6,group 2,post test,6,16,0,Larger,B,The unsupervised ANN that can compress usually has a middle layer that has a much ____ number of neurons. <please select the best answer> A. larger B. smaller,Unsupervised ANNs that compress. These networks usually have a middle layer that has a much smaller number of neurons making an hourglass-structure. These networks usually compress the inputs and reproduce the inputs. It contains a picture of the structure of unsupervised ANNs and a picture of biscuits.
c6885d8c-8228-4148-8fd8-4b2e6292d5fc,test,past,elementary school,u5,6,group 2,post test,5,4,1,Stephen Grossberg,B,Which person created Adaptive resonance theory1 (ART1)? <please select the best answer> A. David Hubel B. Stephen Grossberg C. Teuvo Kohonen,Adaptive resonance theory 1 (ART1). Adaptive resonance theory 1: an example of a neural network that performs grouping. Created by cognitive scientist Stephen Grossberg and mathematician Gail Carpenter. It contains a picture of Stephen.
b46a88b6-e621-4086-a7d2-e11c8f2b38f1,test,future,elementary school,u5,6,group 2,post test,10,11,0,,The categories of sample points before and after the clustering are the same,What is the end condition of the K-means algorithm? <please input your answer>,"The process of k-means clustering. Step 3: determine whether the categories of the samples points before and after the clustering are the same. If they are the same, the algorithm terminates. Otherwise, enter step 4. In this example the sample points before and after are different then we enter step 4. It contains a picture of an example of step 3."
f94cadfb-2de3-4f50-9f1c-cee8360246a8,test,future,elementary school,u5,6,group 2,post test,7,9,1,False,F,True or False: The k center points are selected from sample points. <please select the best answer> True or False,"The process of k-means clustering. Step 1: select the number k of categories to be clustered and select k center points. E.g., k=3. The k center points are randomly selected on the plane. It contains a picture of an example of step 1."
25765456-ec15-4b1b-bbca-10e0603bb796,train,past,elementary school,u7,6,group 2,post test,3,6,1,Full connections,B,"In an ART network, the interface layer activates the category layer through ____. <please select the best answer> A. one-to-one connections B. full connections",Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
28aa1dc2-63ff-4f3b-bbe5-74a93024e2e1,train,past,elementary school,u7,6,group 2,post test,4,3,1,Cluster,cluster/classification,Please write another name for “grouping” in unsupervised learning. <please input your answer>,"Grouping. An unsupervised learning neural network can group similar inputs. Grouping is also called clustering classification or categorization. E.g., grouping images of cats and images of dogs. The picture contains an example of grouping."
12da4490-83de-4e29-8681-413508da0c63,train,past,elementary school,u7,6,group 2,post test,1,6,1,Interface layer;Category layer,BC,"In an ART network, resonance is introduced to realize stable category formation. Resonance is established between which two layers? <please select the answer> A. Input layer B. Interface layer C. Category layer",Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
cfb44963-552b-4cc1-98aa-f229273f21a5,train,future,elementary school,u7,6,group 2,post test,8,10,1,True,T,"True or False: The clustering of K-means is that for each sample point, find the closest center point to it. <please select the best answer> True or False",The process of k-means clustering. Step 2: For each sample point find the center point closest to it and the points closest to the same center point is a class. Thus completing a clustering. Closest to green! Closest to red! Closest to blue! It contains a picture of an example of step 2.
8d98cbb1-67aa-49c8-9582-896eea487c06,train,future,elementary school,u7,6,group 2,post test,9,12,1,False,F,"True or False: After each clustering, there is no need to recalculate the center points. <please select the best answer> True or False",The process of k-means clustering. Step 4: for the sample points in each category calculate the center point of these sample points as the new center points. Continue to step 2. It contains a picture of an example of step 4.
22c12ee6-eb71-44c8-a516-200772577160,train,past,elementary school,u7,6,group 2,post test,2,6,1,One-to-one connections,A,"In an ART network, the input layer sends signals to the interface layer through ____. <please select the best answer> A. one-to-one connections B. full connections",Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
d72ef958-fc3e-4cc5-b600-fcc62ae96714,train,future,elementary school,u7,6,group 2,post test,6,16,1,Smaller,B,The unsupervised ANN that can compress usually has a middle layer that has a much ____ number of neurons. <please select the best answer> A. larger B. smaller,Unsupervised ANNs that compress. These networks usually have a middle layer that has a much smaller number of neurons making an hourglass-structure. These networks usually compress the inputs and reproduce the inputs. It contains a picture of the structure of unsupervised ANNs and a picture of biscuits.
16b551ae-174e-40dc-82d1-e5ca4841e999,train,past,elementary school,u7,6,group 2,post test,5,4,0,David Hubel,B,Which person created Adaptive resonance theory1 (ART1)? <please select the best answer> A. David Hubel B. Stephen Grossberg C. Teuvo Kohonen,Adaptive resonance theory 1 (ART1). Adaptive resonance theory 1: an example of a neural network that performs grouping. Created by cognitive scientist Stephen Grossberg and mathematician Gail Carpenter. It contains a picture of Stephen.
8003f97a-c7fa-464f-b7cc-2e274365705e,train,future,elementary school,u7,6,group 2,post test,10,11,0,The,The categories of sample points before and after the clustering are the same,What is the end condition of the K-means algorithm? <please input your answer>,"The process of k-means clustering. Step 3: determine whether the categories of the samples points before and after the clustering are the same. If they are the same, the algorithm terminates. Otherwise, enter step 4. In this example the sample points before and after are different then we enter step 4. It contains a picture of an example of step 3."
c80cd914-375a-4956-9840-6259a5cf1d43,train,future,elementary school,u7,6,group 2,post test,7,9,1,False,F,True or False: The k center points are selected from sample points. <please select the best answer> True or False,"The process of k-means clustering. Step 1: select the number k of categories to be clustered and select k center points. E.g., k=3. The k center points are randomly selected on the plane. It contains a picture of an example of step 1."
777685e8-91e2-49dd-84dd-7365c61d708f,test,past,elementary school,u6,6,group 2,post test,3,6,1,Full connections,B,"In an ART network, the interface layer activates the category layer through ____. <please select the best answer> A. one-to-one connections B. full connections",Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
f4d1770d-3b24-4a3c-b3e7-469adc8a19da,test,past,elementary school,u6,6,group 2,post test,4,3,1,clustering,cluster/classification,Please write another name for “grouping” in unsupervised learning. <please input your answer>,"Grouping. An unsupervised learning neural network can group similar inputs. Grouping is also called clustering classification or categorization. E.g., grouping images of cats and images of dogs. The picture contains an example of grouping."
6223dda9-a181-4c3f-9a69-5afcc33c47f1,test,past,elementary school,u6,6,group 2,post test,1,6,1,Interface layer;Category layer,BC,"In an ART network, resonance is introduced to realize stable category formation. Resonance is established between which two layers? <please select the answer> A. Input layer B. Interface layer C. Category layer",Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
65d8fa9a-7bc5-4962-94cc-e81fc539aabd,test,future,elementary school,u6,6,group 2,post test,8,10,1,True,T,"True or False: The clustering of K-means is that for each sample point, find the closest center point to it. <please select the best answer> True or False",The process of k-means clustering. Step 2: For each sample point find the center point closest to it and the points closest to the same center point is a class. Thus completing a clustering. Closest to green! Closest to red! Closest to blue! It contains a picture of an example of step 2.
c760115a-84d8-46f1-b05e-313dadda2f82,test,future,elementary school,u6,6,group 2,post test,9,12,0,True,F,"True or False: After each clustering, there is no need to recalculate the center points. <please select the best answer> True or False",The process of k-means clustering. Step 4: for the sample points in each category calculate the center point of these sample points as the new center points. Continue to step 2. It contains a picture of an example of step 4.
b3b09933-092f-4b99-8ff2-f702f9e092fb,test,past,elementary school,u6,6,group 2,post test,2,6,1,One-to-one connections,A,"In an ART network, the input layer sends signals to the interface layer through ____. <please select the best answer> A. one-to-one connections B. full connections",Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
9b6a1960-ba1f-4b8b-bf27-d6e9a6eea9bc,test,future,elementary school,u6,6,group 2,post test,6,16,1,Smaller,B,The unsupervised ANN that can compress usually has a middle layer that has a much ____ number of neurons. <please select the best answer> A. larger B. smaller,Unsupervised ANNs that compress. These networks usually have a middle layer that has a much smaller number of neurons making an hourglass-structure. These networks usually compress the inputs and reproduce the inputs. It contains a picture of the structure of unsupervised ANNs and a picture of biscuits.
7860bc92-f314-4534-81d8-b6a2d3397cc4,test,past,elementary school,u6,6,group 2,post test,5,4,1,Stephen Grossberg,B,Which person created Adaptive resonance theory1 (ART1)? <please select the best answer> A. David Hubel B. Stephen Grossberg C. Teuvo Kohonen,Adaptive resonance theory 1 (ART1). Adaptive resonance theory 1: an example of a neural network that performs grouping. Created by cognitive scientist Stephen Grossberg and mathematician Gail Carpenter. It contains a picture of Stephen.
fe1e0728-c8bd-4c6e-b57d-716e2567a0ca,test,future,elementary school,u6,6,group 2,post test,10,11,0,,The categories of sample points before and after the clustering are the same,What is the end condition of the K-means algorithm? <please input your answer>,"The process of k-means clustering. Step 3: determine whether the categories of the samples points before and after the clustering are the same. If they are the same, the algorithm terminates. Otherwise, enter step 4. In this example the sample points before and after are different then we enter step 4. It contains a picture of an example of step 3."
f851df6e-5c5e-4b56-80d9-c51a082e73be,test,future,elementary school,u6,6,group 2,post test,7,9,0,True,F,True or False: The k center points are selected from sample points. <please select the best answer> True or False,"The process of k-means clustering. Step 1: select the number k of categories to be clustered and select k center points. E.g., k=3. The k center points are randomly selected on the plane. It contains a picture of an example of step 1."
7262f57f-592f-459b-9fb1-40b1f004d8f5,train,past,elementary school,u9,6,group 3,post test,3,6,1,Full connections,B,"In an ART network, the interface layer activates the category layer through ____. <please select the best answer> A. one-to-one connections B. full connections",Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
a40616e0-87b7-4f1c-9e32-8ba6c5abf848,train,past,elementary school,u9,6,group 3,post test,4,3,0,?,cluster/classification,Please write another name for “grouping” in unsupervised learning. <please input your answer>,"Grouping. An unsupervised learning neural network can group similar inputs. Grouping is also called clustering classification or categorization. E.g., grouping images of cats and images of dogs. The picture contains an example of grouping."
7730c0ee-8f42-4781-93d7-01958920c6b7,train,past,elementary school,u9,6,group 3,post test,1,6,1,Interface layer;Category layer,BC,"In an ART network, resonance is introduced to realize stable category formation. Resonance is established between which two layers? <please select the answer> A. Input layer B. Interface layer C. Category layer",Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
fb2b870a-c990-4d86-9a01-7c46b35cc99b,train,future,elementary school,u9,6,group 3,post test,8,10,1,True,T,"True or False: The clustering of K-means is that for each sample point, find the closest center point to it. <please select the best answer> True or False",The process of k-means clustering. Step 2: For each sample point find the center point closest to it and the points closest to the same center point is a class. Thus completing a clustering. Closest to green! Closest to red! Closest to blue! It contains a picture of an example of step 2.
069328ea-e1a2-48bf-b503-7abb2aa83591,train,future,elementary school,u9,6,group 3,post test,9,12,1,False,F,"True or False: After each clustering, there is no need to recalculate the center points. <please select the best answer> True or False",The process of k-means clustering. Step 4: for the sample points in each category calculate the center point of these sample points as the new center points. Continue to step 2. It contains a picture of an example of step 4.
ecc7ce0e-5399-41bb-a421-a6e2a4cb5c21,train,past,elementary school,u9,6,group 3,post test,2,6,0,Full connections,A,"In an ART network, the input layer sends signals to the interface layer through ____. <please select the best answer> A. one-to-one connections B. full connections",Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
450ac97e-d8b7-43be-b67a-035ed5401304,train,future,elementary school,u9,6,group 3,post test,6,16,1,Smaller,B,The unsupervised ANN that can compress usually has a middle layer that has a much ____ number of neurons. <please select the best answer> A. larger B. smaller,Unsupervised ANNs that compress. These networks usually have a middle layer that has a much smaller number of neurons making an hourglass-structure. These networks usually compress the inputs and reproduce the inputs. It contains a picture of the structure of unsupervised ANNs and a picture of biscuits.
7e73066c-3eb9-4389-a706-87bcc38dfb59,train,past,elementary school,u9,6,group 3,post test,5,4,1,Stephen Grossberg,B,Which person created Adaptive resonance theory1 (ART1)? <please select the best answer> A. David Hubel B. Stephen Grossberg C. Teuvo Kohonen,Adaptive resonance theory 1 (ART1). Adaptive resonance theory 1: an example of a neural network that performs grouping. Created by cognitive scientist Stephen Grossberg and mathematician Gail Carpenter. It contains a picture of Stephen.
a93069af-4658-4091-9fad-ebfcc21146a8,train,future,elementary school,u9,6,group 3,post test,10,11,0,?,The categories of sample points before and after the clustering are the same,What is the end condition of the K-means algorithm? <please input your answer>,"The process of k-means clustering. Step 3: determine whether the categories of the samples points before and after the clustering are the same. If they are the same, the algorithm terminates. Otherwise, enter step 4. In this example the sample points before and after are different then we enter step 4. It contains a picture of an example of step 3."
b1acd063-d2df-48e0-bc07-fd8e1dcb8cad,train,future,elementary school,u9,6,group 3,post test,7,9,0,True,F,True or False: The k center points are selected from sample points. <please select the best answer> True or False,"The process of k-means clustering. Step 1: select the number k of categories to be clustered and select k center points. E.g., k=3. The k center points are randomly selected on the plane. It contains a picture of an example of step 1."
