uid	data_type	xy_type	school	student_id	course_name	group	test_type	question_id	slide_id	correctness	student_answer	correct_answer	question_content	course_content
7eb1b3b5-38fe-463d-b789-13c4dd7b7f58	train	past	elementary school	u2	6	group 1	pre test	3	6	0	One-to-one connections	B	In an ART network, the interface layer activates the category layer through ____. <please select the best answer> A. one-to-one connections B. full connections	Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
aa9d6fbe-a22d-4501-bc92-0037a28310d5	train	past	elementary school	u2	6	group 1	pre test	4	3	0	rounding	cluster/classification	Please write another name for “grouping” in unsupervised learning. <please input your answer>	Grouping. An unsupervised learning neural network can group similar inputs. Grouping is also called clustering classification or categorization. E.g., grouping images of cats and images of dogs. The picture contains an example of grouping.
9e56d99a-3041-4582-a337-f67bad2282a3	train	past	elementary school	u2	6	group 1	pre test	1	6	0	Input layer;Category layer	BC	In an ART network, resonance is introduced to realize stable category formation. Resonance is established between which two layers? <please select the answer> A. Input layer B. Interface layer C. Category layer	Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
cc769872-b817-468c-bf04-00c4c0788cc6	train	future	elementary school	u2	6	group 1	pre test	8	10	0	False	T	True or False: The clustering of K-means is that for each sample point, find the closest center point to it. <please select the best answer> True or False	The process of k-means clustering. Step 2: For each sample point find the center point closest to it and the points closest to the same center point is a class. Thus completing a clustering. Closest to green! Closest to red! Closest to blue! It contains a picture of an example of step 2.
e8479df7-b672-48d9-9c7f-9583bc06b860	train	future	elementary school	u2	6	group 1	pre test	9	12	1	False	F	True or False: After each clustering, there is no need to recalculate the center points. <please select the best answer> True or False	The process of k-means clustering. Step 4: for the sample points in each category calculate the center point of these sample points as the new center points. Continue to step 2. It contains a picture of an example of step 4.
ba49942a-bf2d-429b-b252-0615f0adf902	train	past	elementary school	u2	6	group 1	pre test	2	6	0	Full connections	A	In an ART network, the input layer sends signals to the interface layer through ____. <please select the best answer> A. one-to-one connections B. full connections	Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
45827186-24ff-4cee-995f-9bdffb88d7a4	train	future	elementary school	u2	6	group 1	pre test	6	16	1	Smaller	B	The unsupervised ANN that can compress usually has a middle layer that has a much ____ number of neurons. <please select the best answer> A. larger B. smaller	Unsupervised ANNs that compress. These networks usually have a middle layer that has a much smaller number of neurons making an hourglass-structure. These networks usually compress the inputs and reproduce the inputs. It contains a picture of the structure of unsupervised ANNs and a picture of biscuits.
a6c0fe0a-9a1b-4174-a72d-3dcdfc5b4805	train	past	elementary school	u2	6	group 1	pre test	5	4	0	David Hubel	B	Which person created Adaptive resonance theory1 (ART1)? <please select the best answer> A. David Hubel B. Stephen Grossberg C. Teuvo Kohonen	Adaptive resonance theory 1 (ART1). Adaptive resonance theory 1: an example of a neural network that performs grouping. Created by cognitive scientist Stephen Grossberg and mathematician Gail Carpenter. It contains a picture of Stephen.
afb79836-b516-4b72-827e-80715f043de0	train	future	elementary school	u2	6	group 1	pre test	10	11	0	????	The categories of sample points before and after the clustering are the same	What is the end condition of the K-means algorithm? <please input your answer>	The process of k-means clustering. Step 3: determine whether the categories of the samples points before and after the clustering are the same. If they are the same, the algorithm terminates. Otherwise, enter step 4. In this example the sample points before and after are different then we enter step 4. It contains a picture of an example of step 3.
df44e680-0347-471b-a24a-792f88eee609	train	future	elementary school	u2	6	group 1	pre test	7	9	0	True	F	True or False: The k center points are selected from sample points. <please select the best answer> True or False	The process of k-means clustering. Step 1: select the number k of categories to be clustered and select k center points. E.g., k=3. The k center points are randomly selected on the plane. It contains a picture of an example of step 1.
facde1ae-8745-4703-a024-f91a0101f351	train	past	elementary school	u3	6	group 1	pre test	3	6	0	One-to-one connections	B	In an ART network, the interface layer activates the category layer through ____. <please select the best answer> A. one-to-one connections B. full connections	Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
9fc08438-5640-402e-ab80-cf748c579820	train	past	elementary school	u3	6	group 1	pre test	4	3	0	pregrouping	cluster/classification	Please write another name for “grouping” in unsupervised learning. <please input your answer>	Grouping. An unsupervised learning neural network can group similar inputs. Grouping is also called clustering classification or categorization. E.g., grouping images of cats and images of dogs. The picture contains an example of grouping.
d7fb6915-d746-4e62-a62e-eef4d0d80ea3	train	past	elementary school	u3	6	group 1	pre test	1	6	0	Input layer	BC	In an ART network, resonance is introduced to realize stable category formation. Resonance is established between which two layers? <please select the answer> A. Input layer B. Interface layer C. Category layer	Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
f0b6a801-5124-412e-8473-b72fbfe3ccd1	train	future	elementary school	u3	6	group 1	pre test	8	10	1	True	T	True or False: The clustering of K-means is that for each sample point, find the closest center point to it. <please select the best answer> True or False	The process of k-means clustering. Step 2: For each sample point find the center point closest to it and the points closest to the same center point is a class. Thus completing a clustering. Closest to green! Closest to red! Closest to blue! It contains a picture of an example of step 2.
b33915bb-0974-40e4-8582-eb458df47cc7	train	future	elementary school	u3	6	group 1	pre test	9	12	1	False	F	True or False: After each clustering, there is no need to recalculate the center points. <please select the best answer> True or False	The process of k-means clustering. Step 4: for the sample points in each category calculate the center point of these sample points as the new center points. Continue to step 2. It contains a picture of an example of step 4.
154d1b2a-3806-4a2a-a8e0-585a9d097069	train	past	elementary school	u3	6	group 1	pre test	2	6	1	One-to-one connections	A	In an ART network, the input layer sends signals to the interface layer through ____. <please select the best answer> A. one-to-one connections B. full connections	Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
50629bae-ec28-478a-8604-34449675a538	train	future	elementary school	u3	6	group 1	pre test	6	16	0	Larger	B	The unsupervised ANN that can compress usually has a middle layer that has a much ____ number of neurons. <please select the best answer> A. larger B. smaller	Unsupervised ANNs that compress. These networks usually have a middle layer that has a much smaller number of neurons making an hourglass-structure. These networks usually compress the inputs and reproduce the inputs. It contains a picture of the structure of unsupervised ANNs and a picture of biscuits.
87164f54-7804-49c8-a20e-559f4deb5019	train	past	elementary school	u3	6	group 1	pre test	5	4	1	Stephen Grossberg	B	Which person created Adaptive resonance theory1 (ART1)? <please select the best answer> A. David Hubel B. Stephen Grossberg C. Teuvo Kohonen	Adaptive resonance theory 1 (ART1). Adaptive resonance theory 1: an example of a neural network that performs grouping. Created by cognitive scientist Stephen Grossberg and mathematician Gail Carpenter. It contains a picture of Stephen.
af8549ea-f653-4389-9c25-75b6a7043629	train	future	elementary school	u3	6	group 1	pre test	10	11	0	i dont now	The categories of sample points before and after the clustering are the same	What is the end condition of the K-means algorithm? <please input your answer>	The process of k-means clustering. Step 3: determine whether the categories of the samples points before and after the clustering are the same. If they are the same, the algorithm terminates. Otherwise, enter step 4. In this example the sample points before and after are different then we enter step 4. It contains a picture of an example of step 3.
e0db81cc-bb3e-4b9f-9b73-96ad5c9918aa	train	future	elementary school	u3	6	group 1	pre test	7	9	0	True	F	True or False: The k center points are selected from sample points. <please select the best answer> True or False	The process of k-means clustering. Step 1: select the number k of categories to be clustered and select k center points. E.g., k=3. The k center points are randomly selected on the plane. It contains a picture of an example of step 1.
ddbb8b11-5bbc-45cb-abf5-872f5529b24f	train	past	elementary school	u4	6	group 1	pre test	3	6	0	One-to-one connections	B	In an ART network, the interface layer activates the category layer through ____. <please select the best answer> A. one-to-one connections B. full connections	Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
2e7f7611-330e-43cb-a5b9-ad4660ef88cc	train	past	elementary school	u4	6	group 1	pre test	4	3	0	teach	cluster/classification	Please write another name for “grouping” in unsupervised learning. <please input your answer>	Grouping. An unsupervised learning neural network can group similar inputs. Grouping is also called clustering classification or categorization. E.g., grouping images of cats and images of dogs. The picture contains an example of grouping.
986630fc-997f-4d60-8455-fc96a7a57cd6	train	past	elementary school	u4	6	group 1	pre test	1	6	0	Input layer	BC	In an ART network, resonance is introduced to realize stable category formation. Resonance is established between which two layers? <please select the answer> A. Input layer B. Interface layer C. Category layer	Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
32aacdc2-354b-4865-9d6c-59ea4f1bc2d1	train	future	elementary school	u4	6	group 1	pre test	8	10	1	True	T	True or False: The clustering of K-means is that for each sample point, find the closest center point to it. <please select the best answer> True or False	The process of k-means clustering. Step 2: For each sample point find the center point closest to it and the points closest to the same center point is a class. Thus completing a clustering. Closest to green! Closest to red! Closest to blue! It contains a picture of an example of step 2.
17ff5096-eb46-492e-a723-3f4b1579e92e	train	future	elementary school	u4	6	group 1	pre test	9	12	1	False	F	True or False: After each clustering, there is no need to recalculate the center points. <please select the best answer> True or False	The process of k-means clustering. Step 4: for the sample points in each category calculate the center point of these sample points as the new center points. Continue to step 2. It contains a picture of an example of step 4.
1dd1451e-d61c-4133-9a1b-90ec1925a888	train	past	elementary school	u4	6	group 1	pre test	2	6	0	Full connections	A	In an ART network, the input layer sends signals to the interface layer through ____. <please select the best answer> A. one-to-one connections B. full connections	Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
d8532a91-530f-4963-84ef-f2dcd8c5fcdd	train	future	elementary school	u4	6	group 1	pre test	6	16	0	Larger	B	The unsupervised ANN that can compress usually has a middle layer that has a much ____ number of neurons. <please select the best answer> A. larger B. smaller	Unsupervised ANNs that compress. These networks usually have a middle layer that has a much smaller number of neurons making an hourglass-structure. These networks usually compress the inputs and reproduce the inputs. It contains a picture of the structure of unsupervised ANNs and a picture of biscuits.
501f3fa9-9754-4903-b267-083548b5a37b	train	past	elementary school	u4	6	group 1	pre test	5	4	0	David Hubel	B	Which person created Adaptive resonance theory1 (ART1)? <please select the best answer> A. David Hubel B. Stephen Grossberg C. Teuvo Kohonen	Adaptive resonance theory 1 (ART1). Adaptive resonance theory 1: an example of a neural network that performs grouping. Created by cognitive scientist Stephen Grossberg and mathematician Gail Carpenter. It contains a picture of Stephen.
b7e4584b-b17e-4f4a-9b81-f128fcc79dcf	train	future	elementary school	u4	6	group 1	pre test	10	11	0	c	The categories of sample points before and after the clustering are the same	What is the end condition of the K-means algorithm? <please input your answer>	The process of k-means clustering. Step 3: determine whether the categories of the samples points before and after the clustering are the same. If they are the same, the algorithm terminates. Otherwise, enter step 4. In this example the sample points before and after are different then we enter step 4. It contains a picture of an example of step 3.
a5c5d82e-809d-40da-ae75-008dcf01b3f4	train	future	elementary school	u4	6	group 1	pre test	7	9	1	False	F	True or False: The k center points are selected from sample points. <please select the best answer> True or False	The process of k-means clustering. Step 1: select the number k of categories to be clustered and select k center points. E.g., k=3. The k center points are randomly selected on the plane. It contains a picture of an example of step 1.
f1d9045f-b67b-4cc5-8e32-c86162e42e69	test	past	elementary school	u5	6	group 2	pre test	3	6	1	Full connections	B	In an ART network, the interface layer activates the category layer through ____. <please select the best answer> A. one-to-one connections B. full connections	Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
7c626771-ed38-4354-b2a7-2c5cefe00af6	test	past	elementary school	u5	6	group 2	pre test	4	3	0	 	cluster/classification	Please write another name for “grouping” in unsupervised learning. <please input your answer>	Grouping. An unsupervised learning neural network can group similar inputs. Grouping is also called clustering classification or categorization. E.g., grouping images of cats and images of dogs. The picture contains an example of grouping.
c48d91a8-26d5-4de7-a992-9f98dad0554b	test	past	elementary school	u5	6	group 2	pre test	1	6	0	Input layer;Category layer	BC	In an ART network, resonance is introduced to realize stable category formation. Resonance is established between which two layers? <please select the answer> A. Input layer B. Interface layer C. Category layer	Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
8807c2bf-09b8-4fa8-8b5c-bb4f300fe5ff	test	future	elementary school	u5	6	group 2	pre test	8	10	1	True	T	True or False: The clustering of K-means is that for each sample point, find the closest center point to it. <please select the best answer> True or False	The process of k-means clustering. Step 2: For each sample point find the center point closest to it and the points closest to the same center point is a class. Thus completing a clustering. Closest to green! Closest to red! Closest to blue! It contains a picture of an example of step 2.
04a6d02b-cb7d-4781-9d46-0880e1389954	test	future	elementary school	u5	6	group 2	pre test	9	12	1	False	F	True or False: After each clustering, there is no need to recalculate the center points. <please select the best answer> True or False	The process of k-means clustering. Step 4: for the sample points in each category calculate the center point of these sample points as the new center points. Continue to step 2. It contains a picture of an example of step 4.
4f74e925-8600-4b7a-8d12-110d134520fc	test	past	elementary school	u5	6	group 2	pre test	2	6	1	One-to-one connections	A	In an ART network, the input layer sends signals to the interface layer through ____. <please select the best answer> A. one-to-one connections B. full connections	Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
9c8bfc31-ef1e-4ce7-b599-1471ce4dbb8d	test	future	elementary school	u5	6	group 2	pre test	6	16	0	Larger	B	The unsupervised ANN that can compress usually has a middle layer that has a much ____ number of neurons. <please select the best answer> A. larger B. smaller	Unsupervised ANNs that compress. These networks usually have a middle layer that has a much smaller number of neurons making an hourglass-structure. These networks usually compress the inputs and reproduce the inputs. It contains a picture of the structure of unsupervised ANNs and a picture of biscuits.
2c3e4349-0771-4076-b4ad-f7e2b2af3ec6	test	past	elementary school	u5	6	group 2	pre test	5	4	1	Stephen Grossberg	B	Which person created Adaptive resonance theory1 (ART1)? <please select the best answer> A. David Hubel B. Stephen Grossberg C. Teuvo Kohonen	Adaptive resonance theory 1 (ART1). Adaptive resonance theory 1: an example of a neural network that performs grouping. Created by cognitive scientist Stephen Grossberg and mathematician Gail Carpenter. It contains a picture of Stephen.
01f5f1c0-5060-4a67-9ba6-1846c474a448	test	future	elementary school	u5	6	group 2	pre test	10	11	0	nan	The categories of sample points before and after the clustering are the same	What is the end condition of the K-means algorithm? <please input your answer>	The process of k-means clustering. Step 3: determine whether the categories of the samples points before and after the clustering are the same. If they are the same, the algorithm terminates. Otherwise, enter step 4. In this example the sample points before and after are different then we enter step 4. It contains a picture of an example of step 3.
4f6564d8-1506-4aa6-a17b-54e84a83d7b5	test	future	elementary school	u5	6	group 2	pre test	7	9	0	True	F	True or False: The k center points are selected from sample points. <please select the best answer> True or False	The process of k-means clustering. Step 1: select the number k of categories to be clustered and select k center points. E.g., k=3. The k center points are randomly selected on the plane. It contains a picture of an example of step 1.
bfb74da9-5021-4a6c-a676-388b3e9959c9	test	past	elementary school	u6	6	group 2	pre test	3	6	1	Full connections	B	In an ART network, the interface layer activates the category layer through ____. <please select the best answer> A. one-to-one connections B. full connections	Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
80229f2f-e00b-41db-9b60-74adcfbcc01b	test	past	elementary school	u6	6	group 2	pre test	4	3	1	Clustering	cluster/classification	Please write another name for “grouping” in unsupervised learning. <please input your answer>	Grouping. An unsupervised learning neural network can group similar inputs. Grouping is also called clustering classification or categorization. E.g., grouping images of cats and images of dogs. The picture contains an example of grouping.
916d28aa-afe1-4f12-bf33-e54f24e8626b	test	past	elementary school	u6	6	group 2	pre test	1	6	1	Interface layer;Category layer	BC	In an ART network, resonance is introduced to realize stable category formation. Resonance is established between which two layers? <please select the answer> A. Input layer B. Interface layer C. Category layer	Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
cebde381-7c2d-49f0-9bea-31262a077030	test	future	elementary school	u6	6	group 2	pre test	8	10	0	False	T	True or False: The clustering of K-means is that for each sample point, find the closest center point to it. <please select the best answer> True or False	The process of k-means clustering. Step 2: For each sample point find the center point closest to it and the points closest to the same center point is a class. Thus completing a clustering. Closest to green! Closest to red! Closest to blue! It contains a picture of an example of step 2.
73d232ff-92fc-4eb4-b9ae-a8a24e3febf5	test	future	elementary school	u6	6	group 2	pre test	9	12	1	False	F	True or False: After each clustering, there is no need to recalculate the center points. <please select the best answer> True or False	The process of k-means clustering. Step 4: for the sample points in each category calculate the center point of these sample points as the new center points. Continue to step 2. It contains a picture of an example of step 4.
0529f356-8349-4285-b96b-350e5d6f08a7	test	past	elementary school	u6	6	group 2	pre test	2	6	1	One-to-one connections	A	In an ART network, the input layer sends signals to the interface layer through ____. <please select the best answer> A. one-to-one connections B. full connections	Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
902dd18d-da68-4d54-82c2-2ec712e34a71	test	future	elementary school	u6	6	group 2	pre test	6	16	0	Larger	B	The unsupervised ANN that can compress usually has a middle layer that has a much ____ number of neurons. <please select the best answer> A. larger B. smaller	Unsupervised ANNs that compress. These networks usually have a middle layer that has a much smaller number of neurons making an hourglass-structure. These networks usually compress the inputs and reproduce the inputs. It contains a picture of the structure of unsupervised ANNs and a picture of biscuits.
f7c44f2c-654d-41fe-877d-e33087c997d8	test	past	elementary school	u6	6	group 2	pre test	5	4	1	Stephen Grossberg	B	Which person created Adaptive resonance theory1 (ART1)? <please select the best answer> A. David Hubel B. Stephen Grossberg C. Teuvo Kohonen	Adaptive resonance theory 1 (ART1). Adaptive resonance theory 1: an example of a neural network that performs grouping. Created by cognitive scientist Stephen Grossberg and mathematician Gail Carpenter. It contains a picture of Stephen.
5e7f29ce-99ed-4ce1-b855-c8fd9de369e5	test	future	elementary school	u6	6	group 2	pre test	10	11	0	 as per k-means algorithm we can terminate the process until there are no change cluster. points.	The categories of sample points before and after the clustering are the same	What is the end condition of the K-means algorithm? <please input your answer>	The process of k-means clustering. Step 3: determine whether the categories of the samples points before and after the clustering are the same. If they are the same, the algorithm terminates. Otherwise, enter step 4. In this example the sample points before and after are different then we enter step 4. It contains a picture of an example of step 3.
9e3fd1b9-4531-4a0f-9d40-54353a6981be	test	future	elementary school	u6	6	group 2	pre test	7	9	0	True	F	True or False: The k center points are selected from sample points. <please select the best answer> True or False	The process of k-means clustering. Step 1: select the number k of categories to be clustered and select k center points. E.g., k=3. The k center points are randomly selected on the plane. It contains a picture of an example of step 1.
45f30a46-a310-4980-9667-4a5d903d3c0b	train	past	elementary school	u7	6	group 2	pre test	3	6	0	One-to-one connections	B	In an ART network, the interface layer activates the category layer through ____. <please select the best answer> A. one-to-one connections B. full connections	Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
9fc93781-5cea-4dc0-9c62-d2ce4e62f478	train	past	elementary school	u7	6	group 2	pre test	4	3	0	Together 	cluster/classification	Please write another name for “grouping” in unsupervised learning. <please input your answer>	Grouping. An unsupervised learning neural network can group similar inputs. Grouping is also called clustering classification or categorization. E.g., grouping images of cats and images of dogs. The picture contains an example of grouping.
8dd84f94-a5d9-4710-ae26-34e59db8b516	train	past	elementary school	u7	6	group 2	pre test	1	6	1	Interface layer;Category layer	BC	In an ART network, resonance is introduced to realize stable category formation. Resonance is established between which two layers? <please select the answer> A. Input layer B. Interface layer C. Category layer	Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
26747ed3-9f0e-4d5f-afdc-1410d70d1804	train	future	elementary school	u7	6	group 2	pre test	8	10	0	False	T	True or False: The clustering of K-means is that for each sample point, find the closest center point to it. <please select the best answer> True or False	The process of k-means clustering. Step 2: For each sample point find the center point closest to it and the points closest to the same center point is a class. Thus completing a clustering. Closest to green! Closest to red! Closest to blue! It contains a picture of an example of step 2.
c46f095b-ec6d-4280-927b-324e4d314686	train	future	elementary school	u7	6	group 2	pre test	9	12	0	True	F	True or False: After each clustering, there is no need to recalculate the center points. <please select the best answer> True or False	The process of k-means clustering. Step 4: for the sample points in each category calculate the center point of these sample points as the new center points. Continue to step 2. It contains a picture of an example of step 4.
68fd10c8-88f0-4eac-81ff-d5577f64a6e5	train	past	elementary school	u7	6	group 2	pre test	2	6	0	Full connections	A	In an ART network, the input layer sends signals to the interface layer through ____. <please select the best answer> A. one-to-one connections B. full connections	Details about ART1. Input layer: sends signals to the interface layer through one-to-one connections. Interface layer: activates the category layer through full connections. Category layer: sends back activations to the interface layer through full connections. The interaction between the interface and category layer weights creates resonance. It contains a picture of the structure of ART1.
2e967995-8f2f-4c35-a07e-7502d3656815	train	future	elementary school	u7	6	group 2	pre test	6	16	0	Larger	B	The unsupervised ANN that can compress usually has a middle layer that has a much ____ number of neurons. <please select the best answer> A. larger B. smaller	Unsupervised ANNs that compress. These networks usually have a middle layer that has a much smaller number of neurons making an hourglass-structure. These networks usually compress the inputs and reproduce the inputs. It contains a picture of the structure of unsupervised ANNs and a picture of biscuits.
7e60dbd3-5f92-4d59-8bf3-b1f7f7a4a0f2	train	past	elementary school	u7	6	group 2	pre test	5	4	0	David Hubel	B	Which person created Adaptive resonance theory1 (ART1)? <please select the best answer> A. David Hubel B. Stephen Grossberg C. Teuvo Kohonen	Adaptive resonance theory 1 (ART1). Adaptive resonance theory 1: an example of a neural network that performs grouping. Created by cognitive scientist Stephen Grossberg and mathematician Gail Carpenter. It contains a picture of Stephen.
bf11c1d7-8eaf-41ef-849d-e0fae40cf1f2	train	future	elementary school	u7	6	group 2	pre test	10	11	0	Zza	The categories of sample points before and after the clustering are the same	What is the end condition of the K-means algorithm? <please input your answer>	The process of k-means clustering. Step 3: determine whether the categories of the samples points before and after the clustering are the same. If they are the same, the algorithm terminates. Otherwise, enter step 4. In this example the sample points before and after are different then we enter step 4. It contains a picture of an example of step 3.
a02556eb-74a4-4b93-9721-d40131364d20	train	future	elementary school	u7	6	group 2	pre test	7	9	0	True	F	True or False: The k center points are selected from sample points. <please select the best answer> True or False	The process of k-means clustering. Step 1: select the number k of categories to be clustered and select k center points. E.g., k=3. The k center points are randomly selected on the plane. It contains a picture of an example of step 1.
